protocol,concurrency,run_id,join_latency_ms,throughput_jps,lock_contention_rate,memory_overhead_mb,build_time_ms,probe_count,probe_blocked,write_count,gc_runs,bf_fast_path,bf_false_positive,bf_rebuilds
ECHI,1,1,235.311,212485,0,2.82648,8.6353,50000,0,3000,0,0,0,0
ECHI,1,2,103.126,484844,0,2.808,8.5607,50000,0,1000,0,0,0,0
ECHI,1,3,77.9463,641467,0,2.82213,7.7791,50000,0,1000,0,0,0,0
